Ruta_SAK,Semana,TotalSales
1667,7,47427.9400
1667,8,43028.3200
1667,9,44566.0100
1668,3,89684.0200
1668,4,125027.8300
1668,5,93323.5600
1668,6,111713.2200
1668,7,105760.8300
1668,8,108681.0500
1668,9,122306.1900
1669,3,63155.3100
1669,4,68208.0500
1669,5,65073.4200
1669,6,70220.4700
1669,7,72978.3600
1669,8,70104.4100
1669,9,74415.5900
1670,3,112050.1100
1670,4,128839.3400
1670,5,111121.1200
1670,6,113165.5800
1670,7,103507.9000
1670,8,112015.1900
1670,9,102700.2100
1671,3,51328.7800
1671,4,61799.0500
1671,5,46379.6900
1671,6,52790.7900
1671,7,57172.0400
1671,8,61274.8700
1671,9,57898.6800
1672,3,34825.9300
1672,4,46564.6800
1672,5,44560.7000
1672,6,46755.1000
1672,7,34696.4700
1672,8,39433.4800
1672,9,55271.3300
1673,3,26012.0300
1673,4,31116.6700
1673,5,31596.1800
1673,6,32654.5100
1673,7,26845.4100
1673,8,23188.9200
1673,9,31640.5700
1674,3,28783.5100
1674,4,37678.2600
1674,5,33098.5000
1674,6,33407.7900
1674,7,30245.1500
1674,8,32710.6300
1674,9,35143.0500
1675,3,28795.5600
1675,4,35315.2300
1675,5,32050.6900
1675,6,34088.4300
1675,7,31954.8300
1675,8,28496.0000
1675,9,32724.5600
1676,3,25256.2200
1676,4,38636.3300
1676,5,34424.4500
1676,6,31290.3600
1676,7,24238.4300
1676,8,29852.9400
1676,9,32976.8000
1679,3,15306.3000
1679,4,18046.8700
1679,5,14996.8000
1679,6,13045.7300
1679,7,11828.2900
1679,8,14001.6400
1679,9,12910.7900
1680,3,13564.7300
1680,4,17856.0000
1680,5,16368.5500
1680,6,17856.3800
1680,7,13027.1400
1680,8,14771.2100
1680,9,14355.4600
1701,3,229439.5500
1701,4,225681.4900
1701,5,216027.7000
1701,6,217411.1300
1701,7,217643.0800
1701,8,229559.1100
1701,9,232724.2000
1702,3,131584.6700
1702,4,125372.9300
1702,5,120921.0200
1702,6,126490.7900
1702,7,122589.6100
1702,8,117111.2100
1702,9,121384.7400
1703,3,43959.0400
1703,4,48956.5900
1703,5,45399.8700
1703,6,44466.2200
1703,7,45936.2900
1703,8,44733.1400
1703,9,51237.3200
1704,3,52215.6200
1704,4,53910.3700
1704,5,60031.2600
1704,6,57118.4600
1704,7,54206.0300
1704,8,54103.5600
1704,9,64305.2900
1705,3,12992.5400
1705,4,14228.3700
1705,5,14733.6600
1705,6,15029.5500
1705,7,9133.9900
1705,8,10924.9700
1705,9,11040.2900
1751,3,10609.4800
1751,4,8264.5500
1751,5,7956.9300
1751,6,7631.4700
1751,7,11031.4900
1751,8,13360.0800
1751,9,17651.0500
1801,3,95562.0000
1801,4,98380.1500
1801,5,93142.6200
1801,6,91094.5400
1801,7,83194.5600
1801,8,83402.4900
1801,9,92202.3000
1802,3,161212.9100
1802,4,161539.1800
1802,5,159956.4600
1802,6,155039.0800
1802,7,146623.7300
1802,8,150211.5000
1802,9,140027.5700
1803,3,43307.2800
1803,4,50418.9000
1803,5,58815.5500
1803,6,52357.5900
1803,7,49864.4600
1803,8,52319.8300
1803,9,52035.5600
1804,3,19899.3100
1804,4,22347.5400
1804,5,22685.2100
1804,6,20750.7800
1804,7,14809.1200
1804,8,15288.9800
1804,9,16352.5000
1805,3,72089.6900
1805,4,65605.7800
1805,5,73321.2100
1805,6,66194.5400
1805,7,59808.2000
1805,8,62371.6800
1805,9,52840.0700
1806,3,63182.3300
1806,4,77811.4200
1806,5,65157.9300
1806,6,59029.4700
1806,7,62168.0400
1806,8,55796.6500
1806,9,61769.4600
1807,3,16772.4400
1807,4,14641.1700
1807,5,15165.2600
1807,6,16585.9100
1807,7,10085.2000
1807,8,13346.4600
1807,9,11746.8800
1808,3,7905.1900
1808,4,11800.3400
1808,5,10502.7000
1808,6,5221.7800
1808,7,4039.8300
1808,8,5075.3100
1809,3,39579.3000
1809,4,43007.5200
1809,5,42348.5000
1809,6,43894.1600
1809,7,41852.8400
1809,8,39926.7900
1809,9,40209.4000
1810,3,14963.2700
1810,4,12800.1300
1810,5,16582.3800
1810,6,13270.8300
1810,7,16087.2400
1810,8,15348.8100
1810,9,15024.0500
1811,3,66079.4000
1811,4,64973.7000
1811,5,64182.6600
1811,6,56405.8400
1811,7,60043.5000
1811,8,63018.1600
1811,9,59128.6600
1812,3,20413.8800
1812,4,22241.1200
1812,5,20700.1600
1812,6,23769.7600
1812,7,22630.9600
1812,8,23656.2800
1812,9,18939.7400
1813,3,44733.4800
1813,4,43879.9000
1813,5,43024.5000
1813,6,46668.9200
1813,7,42138.6600
1813,8,44759.4800
1813,9,40521.8400
1814,3,21353.0000
1814,4,23291.1400
1814,5,22689.9900
1814,6,24420.7600
1814,7,23549.7000
1814,8,28081.0400
1814,9,22083.8600
1815,3,15847.3800
1815,4,14027.6000
1815,5,13855.3600
1815,6,14574.3600
1815,7,14201.3200
1815,8,12910.9000
1815,9,12544.9400
1816,3,10159.2200
1816,4,10062.8300
1816,5,8659.8400
1816,6,10034.3400
1816,7,8800.6100
1816,8,8048.9900
1816,9,7660.3900
1817,3,11202.8400
1817,4,15266.1000
1817,5,13355.8600
1817,6,10717.2000
1817,7,14049.1800
1817,8,13544.7200
1817,9,12586.4600
1818,3,15930.0100
1818,4,19050.8000
1818,5,17768.4300
1818,6,19050.4000
1818,7,18725.9800
1818,8,16260.6000
1818,9,18370.2600
1819,3,6887.7200
1819,4,9270.4400
1819,5,12014.9100
1819,6,6959.9000
1819,7,9186.3200
1819,8,8995.4200
1819,9,8283.5800
1820,3,79588.5400
1820,4,78610.1900
1820,5,69261.9800
1820,6,61768.1300
1820,7,78091.2200
1820,8,70871.0300
1820,9,69852.6400
1821,3,34224.2800
1821,4,34088.6400
1821,5,34537.3800
1821,6,33740.6400
1821,7,36386.3200
1821,8,37360.9500
1821,9,37073.2600
1822,3,7243.9600
1822,4,6993.8800
1822,5,6207.8800
1822,6,7222.2400
1822,7,6398.7000
1822,8,6650.5300
1822,9,7529.3400
1851,3,278692.8500
1851,4,293874.3300
1851,5,247037.1800
1851,6,236892.5700
1851,7,274392.4400
1851,8,254357.6700
1851,9,222588.3800
1852,3,197059.4900
1852,4,192903.3500
1852,5,165633.3600
1852,6,157044.8600
1852,7,171830.8500
1852,8,164116.1500
1852,9,165735.1300
1853,3,196452.5500
1853,4,184162.5500
1853,5,145277.0300
1853,6,129056.5500
1853,7,173575.6000
1853,8,165011.9000
1853,9,176993.0000
1854,3,201023.7100
1854,4,173499.1300
1854,5,158987.4700
1854,6,114168.6000
1854,7,126335.2000
1854,8,133361.3300
1854,9,139196.0800
1855,3,16589.1200
1855,4,12461.6300
1855,5,13433.4800
1855,6,19568.1100
1855,7,22072.1900
1855,8,21213.0600
1855,9,26176.5000
1856,3,5104.9300
1856,4,7000.6300
1856,5,2226.1700
1856,6,2637.7000
1856,7,4921.2800
1856,8,3725.2400
1856,9,1719.5700
1859,3,21891.4900
1859,4,19087.0200
1859,5,19391.1300
1859,6,22436.4000
1859,7,38062.7900
1859,8,18211.3500
1859,9,17795.8800
2001,3,978982.8000
2001,4,940461.8900
2001,5,919054.3300
2001,6,913517.9900
2001,7,918141.8100
2001,8,863156.4200
2001,9,867977.2700
2002,3,961167.6600
2002,4,928848.6300
2002,5,866691.1600
2002,6,862958.3400
2002,7,859669.1500
2002,8,782820.5800
2002,9,791757.6700
2003,3,895435.3000
2003,4,904265.4900
2003,5,840117.0500
2003,6,814291.5200
2003,7,804305.4500
2003,8,745244.7700
2003,9,735949.4700
2004,3,736083.4100
2004,4,734687.2600
2004,5,678251.3200
2004,6,672839.9800
2004,7,682485.0400
2004,8,620669.4000
2004,9,622471.0300
2005,3,728719.3500
2005,4,721627.2200
2005,5,711186.2400
2005,6,680631.9400
2005,7,670169.8600
2005,8,609691.8200
2005,9,622272.7900
2006,3,559652.2000
2006,4,532083.0000
2006,5,524693.0100
2006,6,521063.1500
2006,7,509379.9200
2006,8,465603.5000
2006,9,480396.0800
2007,3,511134.5100
2007,4,490380.7300
2007,5,485955.5000
2007,6,470350.3800
2007,7,469545.5800
2007,8,452065.3700
2007,9,449016.3800
2008,3,486445.6800
2008,4,465481.9400
2008,5,456329.8200
2008,6,450061.2300
2008,7,447891.6100
2008,8,412274.5800
2008,9,414268.0400
2009,3,424277.2700
2009,4,408087.6900
2009,5,415046.3800
2009,6,391725.6700
2009,7,380288.2100
2009,8,367586.2600
2009,9,358767.6300
2010,3,570886.2400
2010,4,545085.6600
2010,5,511445.7000
2010,6,508122.3300
2010,7,500067.5200
2010,8,464393.9700
2010,9,454922.3700
2011,3,660127.2300
2011,4,644895.4000
2011,5,591439.8100
2011,6,593890.4500
2011,7,580320.5500
2011,8,538771.1800
2011,9,540751.2300
2012,3,608845.5000
2012,4,630927.5500
2012,5,582660.1300
2012,6,562142.7600
2012,7,524435.7800
2012,8,479277.2600
2012,9,482290.7300
2013,3,567764.2100
2013,4,554422.1400
2013,5,503516.3900
2013,6,491803.6900
2013,7,487449.3400
2013,8,465344.7500
2013,9,452075.1100
2014,3,468854.2600
2014,4,464670.4800
2014,5,450398.2900
2014,6,439110.4800
2014,7,410661.0600
2014,8,392127.4100
2014,9,407494.8800
2015,3,390824.4500
2015,4,370530.5500
2015,5,359777.4500
2015,6,342622.9300
2015,7,348352.6100
2015,8,334845.1200
2015,9,331274.6400
2016,3,355608.3700
2016,4,341267.0900
2016,5,316940.7100
2016,6,305465.3000
2016,7,305826.8400
2016,8,290090.7200
2016,9,298427.8600
2017,3,188842.1900
2017,4,182406.1000
2017,5,165205.2400
2017,6,158125.8300
2017,7,168840.6300
2017,8,160141.4400
2017,9,153641.2500
2018,3,222897.2900
2018,4,210384.7600
2018,5,194651.3100
2018,6,182911.6900
2018,7,174598.5800
2018,8,173231.4500
2018,9,182833.2700
2019,3,139432.8800
2019,4,139363.9700
2019,5,143637.5800
2019,6,127101.0500
2019,7,130232.6500
2019,8,125219.0200
2019,9,127961.9100
2020,3,202084.1200
2020,4,206250.2400
2020,5,189499.7900
2020,6,179879.3900
2020,7,171629.9100
2020,8,163815.3700
2020,9,166090.7600
2021,3,344509.0400
2021,4,333609.3900
2021,5,305784.8400
2021,6,305862.5600
2021,7,306913.0200
2021,8,271976.3600
2021,9,274376.8000
2022,3,316676.0600
2022,4,316183.5100
2022,5,299401.8400
2022,6,299865.3300
2022,7,284014.0600
2022,8,255050.5700
2022,9,258416.6200
2023,3,267682.9600
2023,4,273964.7000
2023,5,259304.8800
2023,6,255895.2000
2023,7,262460.3600
2023,8,230330.1900
2023,9,219061.6400
2024,3,361561.0500
2024,4,360679.6400
2024,5,331214.8300
2024,6,351610.0200
2024,7,334000.1800
2024,8,290074.1700
2024,9,290342.5100
2025,3,355213.4600
2025,4,338646.0700
2025,5,309834.1800
2025,6,321074.9100
2025,7,326043.5000
2025,8,297634.9100
2025,9,284418.0500
2026,3,162401.2600
2026,4,166248.7000
2026,5,161968.3300
2026,6,165861.3700
2026,7,149235.8500
2026,8,121659.2000
2026,9,109432.7100
2027,3,110833.2300
2027,4,106003.4500
2027,5,110276.8300
2027,6,107881.3400
2027,7,100123.4900
2027,8,92794.1900
2027,9,78066.3200
2028,3,169207.6300
2028,4,160403.4100
2028,5,149700.6600
2028,6,162155.2600
2028,7,163499.8200
2028,8,133438.2900
2028,9,131778.9000
2029,3,145911.5400
2029,4,139711.5000
2029,5,134649.8900
2029,6,132469.8400
2029,7,127445.4200
2029,8,110045.3400
2029,9,108659.9800
2030,3,73552.5500
2030,4,66683.7800
2030,5,71524.6300
2030,6,73316.9200
2030,7,66526.4000
2030,8,56828.0000
2030,9,52357.1000
2031,3,292234.1900
2031,4,298614.3400
2031,5,298180.6200
2031,6,286022.7500
2031,7,266000.2400
2031,8,260248.8500
2031,9,274168.9400
2032,3,323082.1500
2032,4,315098.7400
2032,5,294459.2500
2032,6,300164.9200
2032,7,295501.6600
2032,8,274803.0700
2032,9,276127.1200
2033,3,319173.4000
2033,4,310746.7800
2033,5,285374.5900
2033,6,275365.8700
2033,7,274073.8100
2033,8,262016.9700
2033,9,271182.1700
2034,3,243102.3600
2034,4,255450.9700
2034,5,253166.0100
2034,6,240910.8800
2034,7,232836.2100
2034,8,228043.3500
2034,9,235791.4000
2035,3,237632.3400
2035,4,232344.5300
2035,5,208966.1000
2035,6,214992.8600
2035,7,189009.7200
2035,8,191378.0400
2035,9,220814.4700
2036,3,220593.8200
2036,4,220261.7200
2036,5,204724.4500
2036,6,195592.0200
2036,7,190789.6700
2036,8,180867.4900
2036,9,188377.0800
2037,3,177494.2000
2037,4,177786.5900
2037,5,167687.0800
2037,6,150211.7900
2037,7,150177.8100
2037,8,139787.9800
2037,9,147707.9100
2038,3,119882.1500
2038,4,133356.4000
2038,5,134187.5500
2038,6,118981.4700
2038,7,111028.0900
2038,8,108906.0100
2038,9,106919.9000
2039,3,77795.4100
2039,4,83452.8100
2039,5,78628.9700
2039,6,81352.1100
2039,7,80100.6900
2039,8,78955.7800
2039,9,77140.6000
2040,3,59683.6000
2040,4,62088.3500
2040,5,64063.6700
2040,6,55396.5100
2040,7,49832.2600
2040,8,52998.1300
2040,9,50808.1900
2041,3,88123.8000
2041,4,100768.7700
2041,5,93185.4500
2041,6,88273.6900
2041,7,87537.2100
2041,8,80892.5500
2041,9,86433.3700
2042,3,31813.1300
2042,4,28047.2600
2042,5,27327.1700
2042,6,28753.5200
2042,7,20112.3200
2042,8,14859.7800
2042,9,22587.3000
2043,3,17791.2800
2043,4,18335.8100
2043,5,18479.7900
2043,6,17832.4800
2043,7,17522.8100
2043,8,16736.3400
2043,9,17197.3700
2044,3,29942.8500
2044,4,24749.7000
2044,5,19688.3600
2044,6,23471.1300
2044,7,25998.3600
2044,8,21765.9000
2044,9,21650.2900
2045,3,24235.8100
2045,4,21131.8200
2045,5,20353.5000
2045,6,19343.6300
2045,7,15265.1100
2045,8,13106.5400
2045,9,17396.1800
2046,3,16550.2500
2046,4,14017.8600
2046,5,15718.0900
2046,6,16713.0400
2046,7,18023.9200
2046,8,18371.3200
2046,9,16251.2300
2047,3,28538.5800
2047,4,21848.0600
2047,5,21288.9800
2047,6,24435.6700
2047,7,25730.2100
2047,8,22711.1600
2047,9,25442.0100
2050,3,111176.5600
2050,4,123596.7700
2050,5,120830.9000
2050,6,117800.7900
2050,7,118313.6900
2050,8,120369.0000
2050,9,119789.3100
2051,3,348817.6600
2051,4,384639.7000
2051,5,383089.1500
2051,6,373595.5800
2051,7,376703.3400
2051,8,357428.7300
2051,9,363413.9400
2052,3,367617.9000
2052,4,413880.2000
2052,5,425641.6000
2052,6,403664.2000
2052,7,393206.2100
2052,8,381215.7700
2052,9,377719.5900
2053,3,334920.9600
2053,4,349123.6100
2053,5,333119.4700
2053,6,333128.1700
2053,7,347742.8000
2053,8,312455.0400
2053,9,312187.1100
2054,3,278332.6700
2054,4,306403.9400
2054,5,294051.7200
2054,6,283672.1900
2054,7,285567.6700
2054,8,259395.2300
2054,9,272999.9700
2055,3,215639.2500
2055,4,220689.7200
2055,5,225419.7500
2055,6,217667.7200
2055,7,214863.6200
2055,8,204061.8500
2055,9,207870.2900
2056,3,207111.3900
2056,4,225990.7900
2056,5,215415.0800
2056,6,217284.9000
2056,7,224684.1100
2056,8,192390.1800
2056,9,195905.9700
2057,3,202523.5300
2057,4,216882.7400
2057,5,208638.2100
2057,6,203142.9800
2057,7,206921.9300
2057,8,186008.4000
2057,9,194290.3200
2058,3,130931.9500
2058,4,160516.7200
2058,5,160913.5200
2058,6,168065.7900
2058,7,162161.8700
2058,8,150291.7300
2058,9,155038.9300
2059,3,159963.9800
2059,4,166850.4600
2059,5,156872.0000
2059,6,165120.4000
2059,7,172942.2300
2059,8,152254.2400
2059,9,155228.0400
2060,3,143350.8600
2060,4,152988.6200
2060,5,148109.3400
2060,6,145197.9700
2060,7,155441.7900
2060,8,139905.2500
2060,9,136700.9300
2061,3,226246.9000
2061,4,252777.6200
2061,5,244114.3600
2061,6,240747.9200
2061,7,245560.9000
2061,8,208925.4100
2061,9,227453.8000
2062,3,197183.4100
2062,4,217744.2600
2062,5,203447.5000
2062,6,205818.9100
2062,7,199602.4800
2062,8,180528.5800
2062,9,195095.9600
2063,3,188275.8600
2063,4,189045.6500
2063,5,170390.3900
2063,6,163817.0300
2063,7,161315.8000
2063,8,139227.9900
2063,9,148945.9400
2064,3,143598.3800
2064,4,159700.4200
2064,5,146551.3400
2064,6,143418.4300
2064,7,143745.8600
2064,8,121942.9000
2064,9,138216.2600
2065,3,125168.9500
2065,4,118664.9100
2065,5,100941.7000
2065,6,99338.8000
2065,7,105440.5900
2065,8,87595.2900
2065,9,96269.3000
2066,3,128367.3400
2066,4,118825.1800
2066,5,101178.7200
2066,6,97301.6800
2066,7,107464.0000
2066,8,79906.6800
2066,9,80249.5300
2067,3,91942.5100
2067,4,95328.4500
2067,5,88196.8900
2067,6,85956.2100
2067,7,91021.1500
2067,8,80337.6600
2067,9,78880.3700
2068,3,106926.2900
2068,4,100996.2200
2068,5,85774.2600
2068,6,83574.4900
2068,7,88896.7200
2068,8,81220.4000
2068,9,82895.3900
2069,3,92214.8300
2069,4,94011.4600
2069,5,81765.2800
2069,6,78248.1200
2069,7,85569.4400
2069,8,74019.9300
2069,9,76411.1100
2070,3,79745.4500
2070,4,75528.8500
2070,5,66412.0000
2070,6,62623.6500
2070,7,77736.8600
2070,8,63127.7800
2070,9,61708.4100
2071,3,73969.7100
2071,4,76125.7700
2071,5,69931.6500
2071,6,63047.9000
2071,7,70823.3900
2071,8,58619.3700
2071,9,59631.1700
2072,3,62950.4300
2072,4,66030.2900
2072,5,58866.8000
2072,6,53233.7800
2072,7,59443.3500
2072,8,49284.1000
2072,9,49421.3500
2073,3,71578.2100
2073,4,72991.6300
2073,5,62618.5100
2073,6,62455.0700
2073,7,71944.9600
2073,8,59110.8000
2073,9,70523.4500
2074,3,61582.4700
2074,4,55598.1600
2074,5,51880.8700
2074,6,48291.2200
2074,7,52959.5700
2074,8,49544.4000
2074,9,53779.7500
2075,3,25287.9000
2075,4,23948.0900
2075,5,21692.8600
2075,6,21711.5600
2075,7,21547.1500
2075,8,19834.0400
2075,9,18005.2000
2076,3,14379.0200
2076,4,14369.1200
2076,5,13081.4500
2076,6,16412.2000
2076,7,14886.7300
2076,8,14250.5700
2076,9,16071.7100
2077,3,24166.6100
2077,4,22054.0400
2077,5,24752.5500
2077,6,18837.0400
2077,7,18883.7900
2077,8,12137.7300
2077,9,13681.6000
2078,3,26837.4800
2078,4,26099.4800
2078,5,22112.1800
2078,6,21029.2500
2078,7,20434.1600
2078,8,20243.7500
2078,9,20463.5400
2081,3,26502.3000
2081,4,34411.2500
2081,5,33227.8600
2081,6,31792.4400
2081,7,29207.1000
2081,8,27312.7200
2081,9,28971.0100
2082,3,23798.5600
2082,4,27063.9800
2082,5,28270.3200
2082,6,28221.7200
2082,7,23196.1300
2082,8,23023.0900
2082,9,22430.9700
2083,3,32002.5100
2083,4,34551.4000
2083,5,35520.3600
2083,6,34681.9300
2083,7,33499.5800
2083,8,32271.8600
2083,9,35529.8000
2084,3,22770.0500
2084,4,31369.2100
2084,5,29000.2500
2084,6,29410.9600
2084,7,26575.5000
2084,8,25439.8100
2084,9,25728.4900
2085,3,24209.0200
2085,4,38408.3500
2085,5,38689.6000
2085,6,37831.5900
2085,7,54788.3300
2085,8,32116.3100
2085,9,34125.8100
2086,3,19448.1900
2086,4,31784.5900
2086,5,35175.8500
2086,6,34153.7600
2086,7,29192.4700
2086,8,30904.3600
2086,9,32623.2400
2087,3,27389.4200
2087,4,36219.7500
2087,5,38091.3600
2087,6,39323.9900
2087,7,36443.4500
2087,8,32973.0500
2087,9,36141.0300
2088,4,10175.2400
2088,5,9745.6900
2088,6,14501.2000
2088,7,14918.3200
2088,8,14609.8400
2088,9,13961.9400
2089,4,10286.9300
2089,5,10875.2800
2089,6,10939.7100
2089,7,11293.2700
2089,8,10678.9500
2089,9,11511.9700
2101,3,1705817.9100
2101,4,1856048.6100
2101,5,1658469.8600
2101,6,1286408.5100
2101,7,1488763.5600
2101,8,1661778.0700
2101,9,1720681.9400
2102,3,1611806.8100
2102,4,1781912.7200
2102,5,1542205.4500
2102,6,1206294.0600
2102,7,1372844.7800
2102,8,1554873.7000
2102,9,1582073.8800
2103,3,1563138.8300
2103,4,1659221.6100
2103,5,1456151.7700
2103,6,1105332.4700
2103,7,1322111.5800
2103,8,1462229.0800
2103,9,1485191.1900
2104,3,1298360.7800
2104,4,1415671.6300
2104,5,1263240.0400
2104,6,940441.4200
2104,7,1152060.6800
2104,8,1272593.7600
2104,9,1295828.0100
2105,3,1275351.2000
2105,4,1350873.0100
2105,5,1190723.5800
2105,6,891549.1100
2105,7,1047158.6300
2105,8,1203726.2200
2105,9,1225223.0800
2106,3,970584.4800
2106,4,995559.0800
2106,5,871001.8600
2106,6,684992.1300
2106,7,807283.8400
2106,8,898298.0000
2106,9,929782.0900
2107,3,976087.6100
2107,4,1031622.2800
2107,5,933628.2200
2107,6,667024.0800
2107,7,821465.2600
2107,8,958189.4600
2107,9,937956.2700
2108,3,915519.6800
2108,4,999379.4600
2108,5,899562.7900
2108,6,673741.9200
2108,7,778554.2500
2108,8,922808.8100
2108,9,934098.7500
2109,3,752623.6400
2109,4,828692.0300
2109,5,720584.6500
2109,6,523080.0800
2109,7,624185.7200
2109,8,756437.2400
2109,9,776472.8500
2110,3,1169197.3100
2110,4,1170400.6400
2110,5,1027925.8500
2110,6,778016.2800
2110,7,937156.4900
2110,8,1080787.4500
2110,9,1094249.7000
2111,3,1220354.2000
2111,4,1249928.7800
2111,5,1087989.3600
2111,6,816379.1000
2111,7,955098.6600
2111,8,1129549.8900
2111,9,1132485.8800
2112,3,1162129.9700
2112,4,1181633.0700
2112,5,997132.2000
2112,6,778262.0900
2112,7,880987.2300
2112,8,1012116.8000
2112,9,1050576.1900
2113,3,1135664.9200
2113,4,1168969.0400
2113,5,959001.7900
2113,6,717733.5000
2113,7,861526.9100
2113,8,1024623.6500
2113,9,1086495.3700
2114,3,832702.3400
2114,4,857901.7900
2114,5,748993.4600
2114,6,556414.8600
2114,7,610698.1800
2114,8,689079.7400
2114,9,691578.4100
2115,3,686476.9100
2115,4,687835.5400
2115,5,611542.8800
2115,6,465255.7000
2115,7,505970.8700
2115,8,603156.1000
2115,9,613422.7800
2116,3,601003.1300
2116,4,580365.3300
2116,5,539598.8100
2116,6,415370.4700
2116,7,448056.0200
2116,8,538583.7200
2116,9,560536.6400
2117,3,471521.7700
2117,4,449768.9800
2117,5,395978.7700
2117,6,279361.7200
2117,7,361436.2200
2117,8,418688.9800
2117,9,422266.9100
2118,3,354268.0500
2118,4,357742.3200
2118,5,307362.5100
2118,6,228923.6800
2118,7,266452.4500
2118,8,330820.6600
2118,9,348596.3900
2119,3,467233.4800
2119,4,466295.7500
2119,5,409498.6200
2119,6,280929.2600
2119,7,353125.8400
2119,8,440288.2500
2119,9,441913.8800
2120,3,502984.6600
2120,4,502631.7400
2120,5,422695.1400
2120,6,286650.7100
2120,7,349846.9300
2120,8,409250.8900
2120,9,407723.3400
2121,3,720995.4500
2121,4,714327.6100
2121,5,652027.5000
2121,6,528166.0500
2121,7,560903.3300
2121,8,639391.7800
2121,9,622543.9500
2122,3,611291.1200
2122,4,664072.9600
2122,5,572737.0800
2122,6,453117.2900
2122,7,521016.8900
2122,8,568447.5500
2122,9,577413.8000
2123,3,493738.8300
2123,4,531612.3000
2123,5,476861.3600
2123,6,371787.9000
2123,7,432676.3400
2123,8,478332.9300
2123,9,444985.4900
2124,3,580322.3300
2124,4,638405.9100
2124,5,577981.6200
2124,6,444299.9600
2124,7,499735.1100
2124,8,563611.2500
2124,9,557336.6100
2125,3,514113.4900
2125,4,551476.6800
2125,5,497673.4800
2125,6,417335.4200
2125,7,457136.2900
2125,8,497669.3300
2125,9,474246.9300
2126,3,340059.2700
2126,4,381671.9500
2126,5,354435.3300
2126,6,281068.5300
2126,7,301782.9300
2126,8,326289.9800
2126,9,318129.0300
2127,3,243714.9100
2127,4,280499.1200
2127,5,261569.8400
2127,6,209538.0400
2127,7,234017.6300
2127,8,273765.3000
2127,9,242349.4800
2128,3,267759.3700
2128,4,302586.4400
2128,5,267749.6800
2128,6,196255.7300
2128,7,227883.2800
2128,8,259209.5800
2128,9,245790.4000
2129,3,283059.4500
2129,4,293624.2600
2129,5,275943.0900
2129,6,217080.2500
2129,7,216615.7000
2129,8,268801.7100
2129,9,246216.5500
2130,3,249710.7100
2130,4,259928.7000
2130,5,213007.8600
2130,6,166205.1700
2130,7,173516.5000
2130,8,200799.3300
2130,9,193856.3400
2131,3,452053.4000
2131,4,496983.8900
2131,5,420705.5700
2131,6,336608.4500
2131,7,342432.0700
2131,8,385665.3400
2131,9,414310.8500
2132,3,431389.4500
2132,4,473611.2000
2132,5,397981.9800
2132,6,338883.1200
2132,7,366306.3600
2132,8,391884.4500
2132,9,396771.6700
2133,3,364776.8600
2133,4,389403.6500
2133,5,361294.6200
2133,6,289399.9700
2133,7,303598.4900
2133,8,334068.4500
2133,9,346622.9200
2134,3,366199.2400
2134,4,404809.9400
2134,5,345749.0400
2134,6,265207.7700
2134,7,307396.5700
2134,8,329608.5800
2134,9,345454.0000
2135,3,289770.9000
2135,4,331269.6300
2135,5,296966.9600
2135,6,212831.9700
2135,7,228724.7300
2135,8,267334.3900
2135,9,279465.7400
2136,3,268775.3700
2136,4,316198.0800
2136,5,261261.4600
2136,6,196976.4500
2136,7,225827.4100
2136,8,250809.6000
2136,9,271585.2200
2137,3,251872.2500
2137,4,284442.7100
2137,5,236385.7700
2137,6,178285.7800
2137,7,193731.4000
2137,8,208082.8200
2137,9,229676.7000
2138,3,178793.8400
2138,4,212193.3400
2138,5,187100.3800
2138,6,131219.1300
2138,7,148810.2600
2138,8,168300.3400
2138,9,171912.0200
2139,3,103138.9700
2139,4,118604.8300
2139,5,106857.6900
2139,6,86905.4100
2139,7,86085.8100
2139,8,96853.4100
2139,9,95869.3600
2140,3,153719.6500
2140,4,176502.5700
2140,5,146613.2400
2140,6,119119.4800
2140,7,117065.3300
2140,8,136877.7800
2140,9,155381.4300
2141,3,203279.7200
2141,4,234819.8300
2141,5,194878.9600
2141,6,145850.8500
2141,7,176883.6900
2141,8,196894.2400
2141,9,208947.2900
2142,3,150082.3100
2142,4,174727.8700
2142,5,143570.0000
2142,6,97982.7400
2142,7,131052.7400
2142,8,151758.7200
2142,9,149382.5600
2143,3,146315.2300
2143,4,174389.6400
2143,5,160295.8800
2143,6,107888.3400
2143,7,124791.4300
2143,8,162919.1100
2143,9,154859.7000
2144,3,169367.2500
2144,4,191319.1300
2144,5,164371.4200
2144,6,111372.7100
2144,7,120786.6000
2144,8,142701.4300
2144,9,133932.8500
2145,3,132248.1100
2145,4,119961.6000
2145,5,111458.7400
2145,6,74089.5200
2145,7,88520.4100
2145,8,106751.8800
2145,9,113092.0300
2146,3,163156.5300
2146,4,152023.7900
2146,5,131449.5200
2146,6,100996.2600
2146,7,104718.8000
2146,8,135199.9400
2146,9,127163.4700
2147,3,144972.0800
2147,4,165092.8400
2147,5,133536.1800
2147,6,86419.1500
2147,7,107700.5000
2147,8,130228.5800
2147,9,130350.8700
2148,3,134486.1200
2148,4,125475.0900
2148,5,106551.0500
2148,6,66429.7600
2148,7,88079.3900
2148,8,103462.0200
2148,9,109381.7300
2149,3,141423.1700
2149,4,112715.5400
2149,5,85706.4400
2149,6,60302.0000
2149,7,74107.5400
2149,8,93862.0800
2149,9,81909.6800
2150,3,329519.5000
2150,4,353636.4900
2150,5,329545.1200
2150,6,254434.3000
2150,7,283355.0600
2150,8,317906.1600
