Agencia_ID,Semana,TotalSales
1469,8,1579754.1800
1469,9,1548986.8500
1470,3,3643401.4200
1470,4,3397093.9400
1470,5,3790215.3000
1470,6,3613576.0500
1470,7,3552299.4600
1470,8,3133374.9800
1470,9,3285563.7100
1471,3,2443440.4500
1471,4,2354628.6400
1471,5,2635371.8300
1471,6,2534599.2100
1471,7,2444157.4600
1471,8,2042050.8700
1471,9,2333806.5300
1472,3,1029557.4900
1472,4,1038825.8500
1472,5,1046106.2200
1472,6,1052014.6700
1472,7,1111777.2500
1472,8,895139.0700
1472,9,943183.0200
1473,3,1334670.8500
1473,4,1278663.8400
1473,5,1432666.8400
1473,6,1339557.5200
1473,7,1353934.6000
1473,8,1197974.2500
1473,9,1229018.4200
1474,3,1289364.8500
1474,4,1146822.1500
1474,5,1184862.4400
1474,6,1096050.0900
1474,7,1076757.8100
1474,8,1053545.1000
1474,9,1109597.8400
1475,3,436305.4300
1475,4,416890.3300
1475,5,433146.3400
1475,6,427820.9200
1475,7,390321.3300
1475,8,386429.9400
1475,9,411838.4300
1476,3,823877.3100
1476,4,831161.6600
1476,5,912982.5400
1476,6,844861.2100
1476,7,806296.1500
1476,8,761696.7800
1476,9,805878.9400
1477,3,1368528.2600
1477,4,1369804.7000
1477,5,1542555.8800
1477,6,1409921.1000
1477,7,1342712.2900
1477,8,1245297.0000
1477,9,1254832.1400
1478,3,829595.0100
1478,4,833151.9600
1478,5,863609.9800
1478,6,854014.1800
1478,7,796889.8100
1478,8,742617.8200
1478,9,769104.3400
1479,3,1141059.7000
1479,4,1100705.7400
1479,5,1196943.0000
1479,6,1085308.9400
1479,7,1107554.7500
1479,8,1058248.2600
1479,9,1208773.8600
1480,3,1064777.5300
1480,4,1123760.4900
1480,5,988721.0200
1480,6,1034715.8200
1480,7,1064073.2400
1480,8,1013303.6300
1480,9,1124224.9300
1481,3,593673.9800
1481,4,615754.3300
1481,5,612668.5600
1481,6,611540.2100
1481,7,666705.7700
1481,8,599508.3800
1481,9,568069.3900
1482,3,745697.8400
1482,4,786035.7000
1482,5,744601.7100
1482,6,730535.7600
1482,7,767019.4200
1482,8,701184.6200
1482,9,720907.0200
1484,3,589360.8300
1484,4,631628.2500
1484,5,523805.7700
1484,6,439311.3400
1484,7,513918.7400
1484,8,519340.5200
1484,9,507237.5100
1491,3,1280065.8400
1491,4,1158339.2100
1491,5,1217625.1500
1491,6,1148101.5400
1491,7,1162857.1800
1491,8,1088435.0900
1491,9,1127787.3800
1492,3,483166.9600
1492,4,415484.0300
1492,5,483270.9700
1492,6,491342.0400
1492,7,434421.5300
1492,8,389737.4200
1492,9,405621.4300
1493,3,831153.4800
1493,4,802774.4200
1493,5,874151.2900
1493,6,841031.0700
1493,7,788643.0400
1493,8,767415.2900
1493,9,779543.8000
1494,3,246812.8300
1494,4,249025.4300
1494,5,250321.9800
1494,6,243236.2700
1494,7,243635.3100
1494,8,264063.6600
1494,9,270494.5700
1495,3,309270.6100
1495,4,278093.4300
1495,5,285223.1000
1495,6,294765.3700
1495,7,310947.5900
1495,8,288119.1400
1495,9,303301.8100
1496,3,351286.0700
1496,4,349746.6200
1496,5,402391.4000
1496,6,361806.0500
1496,7,348576.8800
1496,8,365253.9500
1496,9,343746.3100
1498,3,424189.5200
1498,4,447364.2500
1498,5,424873.2400
1498,6,411259.1300
1498,7,397021.5800
1498,8,446617.7500
1498,9,406190.2500
1499,3,247218.0200
1499,4,187483.0400
1499,5,197418.1800
1499,6,215270.2000
1499,7,225549.4900
1499,8,195590.8000
1499,9,174813.7300
1512,3,440627.6600
1512,4,552575.2400
1512,5,533335.8500
1512,6,481251.3300
1512,7,504453.1200
1512,8,518798.2700
1512,9,541799.6100
1518,3,540354.5600
1518,4,601104.5500
1518,5,482120.3200
1518,6,342197.0600
1518,7,587425.4000
1518,8,634711.0500
1518,9,649019.5000
1524,3,356769.7500
1524,4,954203.0200
1524,5,1211590.4100
1524,6,1222724.4800
1524,7,1102117.4700
1524,8,692283.6200
1524,9,1283091.1700
1530,3,898008.3400
1530,4,970686.5500
1530,5,1033861.7000
1530,6,1016834.0800
1530,7,998442.3000
1530,8,986856.9800
1530,9,966529.9100
1531,3,860399.9700
1531,4,899337.8500
1531,5,900275.5000
1531,6,872931.0500
1531,7,841491.5900
1531,8,788318.7500
1531,9,831112.1700
1532,3,623285.0200
1532,4,619945.4400
1532,5,648657.7900
1532,6,606313.7400
1532,7,591450.6600
1532,8,548978.0300
1532,9,554603.2800
1533,3,712822.9300
1533,4,661797.7600
1533,5,715970.3600
1533,6,711987.7700
1533,7,695179.1200
1533,8,654131.3200
1533,9,624748.0400
1534,3,1667187.3900
1534,4,1606249.0000
1534,5,1681695.1500
1534,6,1663864.7500
1534,7,1444731.4700
1534,8,937948.5900
1534,9,1013510.7200
1535,3,851585.6000
1535,4,826427.5300
1535,5,589233.9700
1535,6,444475.7300
1535,7,849155.4800
1535,8,762334.2400
1535,9,820137.5000
1536,3,365896.4300
1536,4,297749.9800
1536,5,271354.5800
1536,6,356195.4300
1536,7,378676.3000
1536,8,332673.6600
1536,9,339291.5300
1538,3,491847.0700
1538,4,534308.5900
1538,5,503867.8200
1538,6,526462.1300
1538,7,530243.6800
1538,8,472109.5100
1538,9,473738.8800
1539,3,361293.1400
1539,4,342044.3000
1539,5,355916.8300
1539,6,211948.9400
1539,7,139604.8100
1539,8,291647.2400
1539,9,341389.4600
1541,3,585526.6600
1541,4,569963.5900
1541,5,567837.9600
1541,6,568338.2200
1541,7,541612.0800
1541,8,512338.4300
1541,9,533234.0800
1542,3,719630.1700
1542,4,802757.3600
1542,5,789073.5100
1542,6,784047.9300
1542,7,765837.9200
1542,8,794566.6900
1542,9,793465.4400
1544,3,1794429.3200
1544,4,1841053.1300
1544,5,1790705.0300
1544,6,1757865.2500
1544,7,1766248.8900
1544,8,1688427.6900
1544,9,1724921.4700
1545,3,785838.3300
1545,4,831322.5000
1545,5,892442.0400
1545,6,908784.2600
1545,7,876366.6500
1545,8,747797.4300
1545,9,599246.6600
1546,3,602799.5800
1546,4,565160.2800
1546,5,539110.9100
1546,6,564947.5100
1546,7,568393.1200
1546,8,532323.4700
1546,9,520320.2400
1548,3,106333.4800
1548,4,120123.3600
1548,5,105128.3800
1548,6,87704.7000
1548,7,66512.0200
1548,8,122842.5700
1548,9,122816.9500
1549,3,1186953.3600
1549,4,1177944.7800
1549,5,1238822.8900
1549,6,874295.5900
1549,7,560473.5700
1549,8,1147782.4400
1549,9,1136382.0700
1550,3,1486054.7300
1550,4,1453899.8100
1550,5,1571268.6000
1550,6,1599838.4900
1550,7,1506374.1300
1550,8,1468516.1500
1550,9,969065.0800
1551,3,473511.6200
1551,4,490300.6600
1551,5,497208.4100
1551,6,443189.4800
1551,7,434239.4500
1551,8,222513.0800
1551,9,489770.6100
1552,3,973452.3800
1552,4,949787.4400
1552,5,1008755.8100
1552,6,1010683.6600
1552,7,999647.3100
1552,8,963694.0900
1552,9,992558.6500
1554,3,806926.6600
1554,4,551486.1600
1554,5,345080.0200
1554,6,669018.9500
1554,7,738039.8600
1554,8,723528.0800
1554,9,720672.8000
1555,3,1894580.8500
1555,4,1855467.9400
1555,5,1879139.4900
1555,6,1891861.7800
1555,7,1795923.8600
1555,8,1748856.2400
1555,9,1824684.8300
1556,3,1965458.6800
1556,4,2008818.9800
1556,5,1524493.0700
1556,6,946050.8900
1556,7,1889328.7400
1556,8,1870692.1300
1556,9,1856649.0300
1557,3,1646023.2500
1557,4,1609096.2700
1557,5,1620915.5400
1557,6,1631368.7000
1557,7,1609239.3700
1557,8,1553672.4700
1557,9,1642036.5100
1558,3,439771.2600
1558,4,553352.8700
1558,5,401120.0500
1558,6,287459.1600
1558,7,433934.9100
1558,8,422615.8100
1558,9,437729.4600
1560,3,334608.6600
1560,4,353669.3800
1560,5,304221.1800
1560,6,289956.5400
1560,7,312564.6200
1560,8,329550.9300
1560,9,331429.7800
1562,3,200240.8500
1562,4,199319.6000
1562,5,186334.6200
1562,6,156615.4900
1562,7,112611.8400
1562,8,171442.9600
1562,9,173223.2500
1563,3,137658.9400
1563,4,142286.7900
1563,5,107896.4100
1563,6,115843.8100
1563,7,132834.9100
1563,8,118659.5700
1563,9,122162.7600
1564,3,83886.0900
1564,4,75877.1800
1564,5,82895.3300
1564,6,65535.4800
1564,7,72101.2900
1564,8,73718.1600
1564,9,69223.8200
1571,3,234531.0100
1571,4,176398.4000
1571,5,179357.0700
1571,6,169834.5800
1571,7,175715.8800
1571,8,165810.0400
1571,9,140033.3800
1573,3,144116.7700
1573,4,164502.7400
1573,5,149799.1900
1573,6,131289.1900
1573,7,148162.3600
1573,8,153392.2300
1573,9,158215.1700
1576,3,226660.0500
1576,4,234084.9100
1576,5,223752.1300
1576,6,207877.9900
1576,7,202650.7000
1576,8,234880.2100
1576,9,202139.3400
1578,3,1616531.0800
1578,4,1720141.1500
1578,5,1524920.5300
1578,6,1640406.0400
1578,7,1478292.2600
1578,8,1644534.6700
1578,9,1656252.9200
1579,3,1257770.8800
1579,4,1346133.5900
1579,5,1176769.4800
1579,6,1263580.5200
1579,7,1319809.5200
1579,8,1200163.7300
1579,9,1269163.1600
1580,3,715435.3600
1580,4,735465.3800
1580,5,714297.7800
1580,6,754820.4900
1580,7,714560.4900
1580,8,757215.2600
1580,9,776664.5400
1581,3,441901.0600
1581,4,438296.2500
1581,5,446378.8700
1581,6,402181.8100
1581,7,424146.8900
1581,8,394391.8400
1581,9,408706.5200
1583,3,1916280.5900
1583,4,1888717.7400
1583,5,2147276.1900
1583,6,1756211.5700
1583,7,1278964.1000
1583,8,775196.7900
1583,9,1883619.8500
1585,3,1555510.0000
1585,4,1599211.7700
1585,5,1216055.6600
1585,6,586105.6300
1585,7,1509925.1200
1585,8,1411010.6000
1585,9,1516391.5900
1586,3,2530279.4500
1586,4,2620341.7500
1586,5,2446927.4300
1586,6,2566613.3200
1586,7,2448276.2400
1586,8,2630573.9800
1586,9,2414627.1500
1587,3,1308859.9600
1587,4,1301747.7400
1587,5,1294302.8400
1587,6,1212257.6300
1587,7,1102613.4200
1587,8,1111261.6400
1587,9,1236791.7300
1588,3,3420711.7500
1588,4,3646813.7900
1588,5,3465034.1000
1588,6,3453625.1300
1588,7,3449587.2300
1588,8,3390778.4400
1588,9,3370434.3600
1589,3,722491.3700
1589,4,794990.4000
1589,5,688615.8000
1589,6,709968.2300
1589,7,738164.1400
1589,8,729117.1600
1589,9,710973.3800
1591,3,1591152.8800
1591,4,1618834.2400
1591,5,1649826.8300
1591,6,1644389.4700
1591,7,1587480.9200
1591,8,1567043.1500
1591,9,1633172.1300
1592,3,958969.7500
1592,4,951201.4800
1592,5,778881.2000
1592,6,963221.7100
1592,7,886117.9100
1592,8,975915.5300
1592,9,841322.3500
1593,3,848335.0900
1593,4,1087028.4500
1593,5,888930.1400
1593,6,1011350.9000
1593,7,968431.9200
1593,8,969449.0500
1593,9,949827.6500
1594,3,685393.2100
1594,4,773727.2600
1594,5,767616.6300
1594,6,682454.3800
1594,7,665602.9600
1594,8,595734.9400
1594,9,664068.0200
1595,3,706204.5200
1595,4,663126.0200
1595,5,691421.1300
1595,6,701245.6100
1595,7,659148.4200
1595,8,631340.3900
1595,9,645598.3900
1596,3,471205.2900
1596,4,459554.4400
1596,5,387860.7600
1596,6,301583.9700
1596,7,434019.0300
1596,8,405420.9700
1596,9,479927.9800
1597,3,1278815.9000
1597,4,1308474.8000
1597,5,1180656.5100
1597,6,1229819.3000
1597,7,1067139.2000
1597,8,943100.2100
1597,9,1178640.4300
1598,3,506336.9900
1598,4,504333.8200
1598,5,455152.9900
1598,6,477558.1000
1598,7,495486.3000
1598,8,475655.1300
1598,9,467368.7900
1599,3,506345.7300
1599,4,502284.9300
1599,5,450663.6000
1599,6,516627.0200
1599,7,533248.0400
1599,8,532259.4600
1599,9,501972.5900
1602,3,819753.4600
1602,4,802184.5000
1602,5,766716.1800
1602,6,706601.1900
1602,7,719338.6800
1602,8,724571.3700
1602,9,774521.8900
1611,3,2135829.5100
1611,4,2073402.5200
1611,5,1952822.1400
1611,6,1737057.7800
1611,7,2149616.0100
1611,8,2057192.9200
1611,9,1863256.8800
1612,3,1550224.8400
1612,4,1528941.3400
1612,5,1386004.5800
1612,6,1263993.2900
1612,7,1606182.4700
1612,8,1446108.0000
1612,9,1385484.3200
1613,3,2256082.4000
1613,4,2057122.0500
1613,5,1820336.8400
1613,6,1625695.9600
1613,7,2051988.1600
1613,8,2069057.5300
1613,9,1951097.9400
1614,3,2936865.1800
1614,4,2919079.6500
1614,5,2611432.2100
1614,6,2374894.9500
1614,7,2904483.5300
1614,8,2825710.4100
1614,9,2591524.3200
1615,3,1686832.3000
1615,4,1632186.2900
1615,5,1480334.8500
1615,6,1290500.1400
1615,7,1658117.2700
1615,8,1683593.5700
1615,9,1586830.4600
1616,3,2498791.5300
1616,4,2439595.2000
1616,5,2192899.7400
1616,6,1938794.1600
1616,7,2308379.3200
1616,8,2222517.3300
1616,9,2073538.2500
1617,3,1435678.7100
1617,4,1437400.6000
1617,5,1255027.8400
1617,6,1033908.9500
1617,7,1385678.5500
1617,8,1369197.8300
1617,9,1352747.0800
1618,3,2278809.9600
1618,4,2081465.4500
1618,5,1867124.4600
1618,6,1696425.2300
1618,7,2039040.0500
1618,8,2033867.5300
1618,9,1902424.5900
1620,3,1998561.2900
1620,4,1678549.5000
1620,5,1230995.7000
1620,6,1602029.3300
1620,7,1932428.5600
1620,8,1845683.6000
1620,9,1644528.6100
1622,3,2500243.9100
1622,4,2486218.4800
1622,5,2248068.8300
1622,6,1990185.3200
1622,7,2385106.4300
1622,8,2318738.2000
1622,9,2133768.5400
1623,3,1139362.0900
1623,4,1017681.1300
1623,5,874097.8000
1623,6,920953.1700
1623,7,1067007.1800
1623,8,1044103.8900
1623,9,1015348.7700
1625,3,1834699.1400
1625,4,1803578.2000
1625,5,1811393.5800
1625,6,1781414.3800
1625,7,1706407.7500
1625,8,1703360.7900
1625,9,1738207.6300
1626,3,866831.5300
1626,4,860492.1600
1626,5,718404.4700
1626,6,618647.2200
1626,7,776647.4100
1626,8,803952.4300
1626,9,731394.9100
1628,3,2048192.9000
1628,4,188132.2000
1628,5,87758.6800
1628,6,1808966.6800
1628,7,2003548.1300
1628,8,1894775.5700
1628,9,1853650.6200
1629,3,2939515.9700
1629,4,2845635.5500
1629,5,2798104.4500
1629,6,2657766.1000
1629,7,2771091.7100
1629,8,2597787.7300
1629,9,2606842.0700
1631,3,2580798.8900
1631,4,2466241.7400
1631,5,2438055.1300
1631,6,2255958.5700
1631,7,2255609.0900
1631,8,2231526.7900
1631,9,2352396.5800
1632,3,1342092.4500
1632,4,1301600.9500
1632,5,1245875.2600
1632,6,1181259.3000
1632,7,1217037.2000
1632,8,1260536.9500
1632,9,1160845.6500
1633,3,2583934.1700
1633,4,2468910.6700
1633,5,2353328.8400
1633,6,2158645.4400
1633,7,2430581.4000
1633,8,2372249.8300
1633,9,2329000.4200
1634,3,440311.1700
1634,4,378946.1700
1634,5,384981.2500
1634,6,399623.5500
1634,7,381486.3200
1634,8,366755.3700
1634,9,356363.5000
1635,3,1394008.4400
1635,4,1433426.7000
1635,5,1363854.9900
1635,6,1253993.2100
1635,7,1340504.0900
1635,8,1316641.8300
1635,9,1283704.9000
1636,3,2056031.3500
1636,4,1892307.5700
1636,5,1682040.2100
1636,6,1592454.4400
1636,7,1644338.0000
1636,8,1630885.6400
1636,9,1627220.7400
1637,3,1611452.8700
1637,4,1510364.3400
1637,5,1411481.5800
1637,6,1467507.2800
1637,7,1596352.6400
1637,8,1483422.7200
1637,9,1403542.4000
1640,3,372208.5300
1640,4,374225.9800
1640,5,359034.2600
1640,6,316398.9200
1640,7,306584.1400
1640,8,345865.5800
1640,9,354442.5400
1650,3,483754.8600
1650,4,460712.6700
1650,5,498604.8900
1650,6,383999.3800
1650,7,455086.7600
1650,8,429075.9100
1650,9,456589.8000
1653,3,639613.0800
1653,4,603433.6300
1653,5,638464.7500
1653,6,601512.5400
1653,7,662575.0600
1653,8,631253.2700
1653,9,701766.6000
1654,3,203151.8700
1654,4,219960.1700
1654,5,216144.8200
1654,6,185624.3300
1654,7,186152.1500
1654,8,193446.7400
1654,9,210540.3800
1655,3,140919.6900
1655,4,146002.1600
1655,5,115686.9600
1655,6,99136.1400
1655,7,115475.8900
1655,8,117644.8800
1655,9,116674.5000
1656,3,2162295.1000
1656,4,1992598.5700
1656,5,1881491.2100
1656,6,1913229.7400
1656,7,1967996.5400
1656,8,1889262.8400
1656,9,1893327.3400
1657,3,1312383.4200
1657,4,1286917.6200
1657,5,1148103.0000
1657,6,1185701.7200
1657,7,1192252.2200
1657,8,1265945.2600
1657,9,1248364.1900
1658,3,897668.4700
1658,4,857007.1500
1658,5,777623.3000
1658,6,799123.3100
1658,7,835635.2300
1658,8,878072.9600
1658,9,902815.1400
1659,3,3392495.5700
1659,4,3778436.8100
1659,5,3623720.2800
1659,6,3668568.4400
1659,7,3573662.7900
1659,8,3565618.8000
1659,9,3446683.6700
1660,3,954484.8900
1660,4,971396.6900
1660,5,1036777.5800
1660,6,984207.6800
1660,7,1025183.4300
1660,8,1060315.8200
1660,9,1034153.3800
1661,3,439837.9500
1661,4,474712.4000
1661,5,524722.7200
1661,6,473278.1400
1661,7,493616.2400
1661,8,491360.7400
1661,9,465932.4200
1663,3,227880.0900
1663,4,226816.0800
1663,5,214418.7800
1663,6,215762.0600
1663,7,219465.0400
1663,8,247962.2400
1663,9,230660.9200
1664,3,833100.9700
1664,4,867438.3800
1664,5,841580.8800
1664,6,870110.5700
1664,7,798863.4700
1664,8,837973.7700
1664,9,823201.8500
1667,3,790236.5800
1667,4,841385.8500
1667,5,797711.4300
1667,6,839107.8100
1667,7,807502.9700
1667,8,826024.8100
1667,9,748126.0300
1668,3,1874057.9100
1668,4,2077949.2000
1668,5,1978692.4800
1668,6,2120837.0200
1668,7,2146585.1600
1668,8,2079315.9100
1668,9,2010912.4000
1669,3,1283719.5100
1669,4,1428618.0300
1669,5,1414481.8900
1669,6,1409305.1100
1669,7,1392061.4300
1669,8,1266452.8000
1669,9,1340171.7700
1670,3,699349.6300
1670,4,711467.6800
1670,5,640636.6800
1670,6,650204.1200
1670,7,716758.6900
1670,8,683597.9600
1670,9,643454.6100
1671,3,224921.2500
1671,4,228482.2400
1671,5,211557.1600
1671,6,204947.5000
1671,7,251471.6100
1671,8,251946.4200
1671,9,248033.8300
1672,3,1041916.0500
1672,4,987184.8500
1672,5,954792.4100
1672,6,932034.7300
1672,7,984552.3300
1672,8,920474.7600
1672,9,1059283.1400
1673,3,213689.6300
1673,4,222534.6400
1673,5,198502.1100
1673,6,211048.2600
1673,7,192456.1400
1673,8,194575.0000
1673,9,200825.1600
1674,3,200863.5100
1674,4,202607.4900
1674,5,200012.9700
1674,6,173266.5500
1674,7,206160.2200
1674,8,205928.0000
1674,9,196563.8500
1675,3,277024.6700
1675,4,256207.0300
1675,5,251819.3700
1675,6,250414.3800
1675,7,232909.9600
1675,8,252062.5900
1675,9,247034.8200
1677,3,514385.1000
1677,4,471046.1700
1677,5,425554.0900
1677,6,383231.9800
1677,7,436139.6500
1677,8,421665.6300
1677,9,433654.3600
1678,3,597643.6800
1678,4,586037.2700
1678,5,536461.2100
1678,6,485014.1900
1678,7,596379.3600
1678,8,547089.2800
1678,9,557078.8700
1679,3,736386.6800
1679,4,755744.9500
1679,5,691180.8900
1679,6,646596.6700
1679,7,669255.4400
1679,8,755691.9600
1679,9,776098.0800
1680,3,185323.7300
1680,4,204040.5600
1680,5,185614.8700
1680,6,186288.3300
1680,7,182921.2800
1680,8,191330.3700
1680,9,200450.0500
1681,3,411946.0300
1681,4,444271.4400
1681,5,431860.4800
1681,6,359639.9200
1681,7,337880.8400
1681,8,408967.7800
1681,9,421910.7900
1682,3,366709.6200
1682,4,363455.5300
1682,5,364883.4900
1682,6,338007.8300
1682,7,406408.6000
1682,8,391992.8900
1682,9,408944.9900
1683,3,455044.5400
1683,4,529170.5500
1683,5,504782.7000
1683,6,471768.3500
1683,7,520045.8400
1683,8,507365.2400
1683,9,534257.9000
1684,3,365673.5600
1684,4,374237.7300
1684,5,359628.5200
1684,6,351836.7200
1684,7,389451.0400
1684,8,394878.9400
1684,9,399996.4400
1685,3,171082.1600
1685,4,170011.0200
1685,5,162060.8200
1685,6,174923.6200
1685,7,192630.9400
1685,8,193144.1400
1685,9,194228.0200
1686,3,134855.0600
1686,4,129629.8000
1686,5,125052.5200
1686,6,114246.3900
1686,7,116245.5100
1686,8,135360.0400
1686,9,143233.2600
1687,3,150412.1900
1687,4,153243.8500
1687,5,132130.1800
1687,6,113921.0700
1687,7,154712.1300
1687,8,168877.8100
1687,9,159002.7300
1689,3,258430.5400
1689,4,229911.8900
1689,5,235487.2200
1689,6,237523.0900
1689,7,271231.7600
1689,8,256969.9400
1689,9,251221.8700
1690,3,337796.9100
1690,4,352784.3400
1690,5,323922.0200
1690,6,327637.2300
1690,7,350652.8900
1690,8,330825.2800
1690,9,365785.5700
1691,3,165783.9100
1691,4,154085.7500
1691,5,112847.5900
1691,6,114123.0300
1691,7,154985.4400
1691,8,159469.8700
1691,9,165813.1300
1692,3,135935.1100
1692,4,141593.3200
1692,5,116483.2300
1692,6,122226.7800
1692,7,156084.2000
1692,8,152614.6100
1692,9,143021.3000
1693,3,572215.1700
1693,4,606338.4100
1693,5,522310.3600
1693,6,521541.0300
1693,7,634189.8300
1693,8,609072.2600
1693,9,577717.1400
1694,3,962784.6800
1694,4,1086002.6300
1694,5,1377503.4100
1694,6,1195826.8500
1694,7,938280.5200
1694,8,1184383.2700
1694,9,1414618.5600
1695,3,140602.6600
1695,4,135288.6300
1695,5,129904.4100
1695,6,134980.5700
1695,7,136948.1800
1695,8,125108.6700
1695,9,137733.3900
1697,3,1656196.3100
1697,4,1644000.0900
1697,5,1530303.4900
1697,6,1508550.3600
1697,7,1454396.4800
1697,8,1524851.1300
1697,9,1440319.1400
1698,3,856487.2200
1698,4,810981.0700
1698,5,806945.2800
1698,6,767787.0600
1698,7,816391.2000
1698,8,783434.6400
1698,9,725655.4300
1910,3,822032.7900
1910,4,874463.1800
1910,5,794165.3000
1910,6,793516.8300
1910,7,876257.8900
1910,8,917761.8100
1910,9,929414.6700
1911,3,5971670.7600
1911,4,6238539.7600
1911,5,5819726.7100
1911,6,5078499.7200
1911,7,6168064.3600
1911,8,5286953.6300
1911,9,5663179.3600
1912,3,4265145.6400
1912,4,4545205.2300
1912,5,4394836.5100
1912,6,4021360.9200
1912,7,4374408.5900
1912,8,4201464.7900
1912,9,4035131.8100
1914,3,3732696.8100
1914,4,3768886.8700
1914,5,3612504.3600
1914,6,3297378.3600
1914,7,3555960.8500
1914,8,2296948.6000
1914,9,2927938.4600
1915,3,598068.3800
1915,4,542084.4500
1915,5,662523.2800
1915,6,520426.0400
1915,7,563972.5400
1915,8,566635.3600
1915,9,565156.6200
1934,3,466195.7700
1934,4,482320.2700
1934,5,434432.0700
1934,6,426450.1000
1934,7,475394.7500
1934,8,471666.0900
1934,9,413133.8400
1936,3,2686465.3000
1936,4,2619023.8200
1936,5,2505064.6800
1936,6,2230316.3200
1936,7,2405206.5300
1936,8,2391936.3800
1936,9,2314830.0600
1939,3,333627.3800
1939,4,389202.8500
1939,5,382506.5800
1939,6,413248.2000
1939,7,429391.1600
1939,8,437378.9200
1939,9,480121.4700
1942,3,1224768.7900
1942,4,1220556.8800
1942,5,1283272.1500
1942,6,1057620.9400
1942,7,1062244.2900
1942,8,1122745.4900
1942,9,1129825.1200
1944,3,153305.8600
1944,4,172760.4600
1944,5,177341.3300
1944,6,153963.2000
1944,7,168551.3700
1944,8,172467.6100
1944,9,183611.1800
1945,3,3594212.9100
1945,4,3599487.5300
1945,5,3437256.4800
1945,6,3110176.4600
1945,7,3346142.0900
1945,8,3376174.0900
1945,9,3270840.3900
1952,3,1369416.4200
1952,4,1444104.5800
1952,5,1470561.7600
1952,6,1442255.7900
1952,7,1421986.7500
1952,8,1380451.7300
1952,9,1408532.1600
1954,3,3048049.5900
1954,4,3163136.2700
1954,5,2972066.1100
1954,6,2613192.5800
1954,7,3114497.3400
1954,8,2785337.1600
1954,9,2701948.3300
1955,3,2672058.9400
1955,4,2771913.8700
1955,5,2862091.1400
1955,6,2842792.9300
1955,7,2752566.8600
1955,8,2688413.6100
1955,9,2650129.5100
1956,3,1020797.3600
1956,4,963337.1200
1956,5,893725.4800
1956,6,880381.7400
1956,7,830311.4700
1956,8,531285.4300
1956,9,848815.7800
1958,3,477535.0400
1958,4,606398.3400
1958,5,452927.0500
1958,6,481209.6300
1958,7,538359.9400
1958,8,514005.1900
1958,9,488852.8100
1960,3,224289.9100
1960,4,231656.3600
1960,5,225558.6300
1960,6,238749.1400
1960,7,237974.0600
1960,8,252181.8200
1960,9,249309.1500
1961,3,59571.4000
1961,4,90447.7500
1961,5,78980.3500
1961,6,90125.8900
1961,7,96729.2400
1961,8,94109.2200
1961,9,107069.6800
1963,3,2351851.6500
1963,4,2264255.1600
1963,5,2319572.4200
1963,6,2174223.0700
1963,7,2103756.0100
1963,8,2123087.1800
1963,9,2227268.4000
1964,3,809037.1800
1964,4,802856.0200
1964,5,717151.3800
1964,6,680158.8800
1964,7,757331.5400
1964,8,797916.7800
1964,9,770440.0400
1967,3,929674.4100
1967,4,1003079.1300
1967,5,984499.1800
1967,6,1047776.3500
1967,7,1074682.9700
1967,8,1077556.0900
1967,9,1008092.7200
1968,3,707329.5900
1968,4,733325.8800
1968,5,732564.8500
1968,6,781353.6400
1968,7,758481.2200
1968,8,698955.8400
1968,9,713809.7700
1970,3,1133131.0800
1970,4,1138293.2300
1970,5,1178645.9200
1970,6,1103756.8800
1970,7,1057204.3400
1970,8,1020173.6100
1970,9,1068673.1300
1971,3,648007.3300
1971,4,648916.0200
1971,5,592549.8100
1971,6,659294.4300
1971,7,644126.3200
1971,8,607332.1700
1971,9,603686.1300
1972,3,319512.3400
1972,4,317794.3000
1972,5,302187.1100
1972,6,299842.8800
1972,7,311321.8400
1972,8,304545.4300
1972,9,302460.0500
1973,3,419564.9100
1973,4,405740.1200
1973,5,394620.8100
1973,6,388437.6200
1973,7,391710.4400
1973,8,378426.7700
1973,9,350382.7900
1974,3,281847.4800
1974,4,384382.2500
1974,5,287710.5700
1974,6,250503.1700
1974,7,309661.2900
1974,8,286156.5800
1974,9,278298.0500
1975,3,423316.1200
1975,4,408817.2900
1975,5,388267.2000
1975,6,393368.8800
1975,7,388276.9900
1975,8,397977.9300
1975,9,431744.7200
1976,3,844680.3300
1976,4,805944.4200
1976,5,727116.9100
1976,6,649141.0100
1976,7,729307.5200
1976,8,758265.7600
1976,9,764492.5800
1977,3,150103.3200
1977,4,107999.3600
1977,5,157022.8800
1977,6,128623.7000
1977,7,99213.1500
1977,8,135759.5900
1977,9,162145.7900
1978,3,553230.8700
1978,4,566648.9000
1978,5,529315.7800
1978,6,458710.6700
1978,7,484526.4300
1978,8,484997.0200
1978,9,509721.6000
1980,3,262845.8400
1980,4,286857.2300
1980,5,271776.6500
1980,6,249269.2900
1980,7,267445.2900
1980,8,272669.7000
1980,9,272524.5800
1981,3,162307.6600
1981,4,174232.3900
1981,5,164317.5200
1981,6,147728.7900
1981,7,173833.3100
1981,8,186171.6600
1981,9,192564.2100
1983,3,71030.9400
1983,4,70923.7500
1983,5,85087.9800
1983,6,71798.6900
1983,7,67450.3400
1983,8,81755.1300
1983,9,82337.1500
1985,3,231748.3700
1985,4,227140.6600
1985,5,237230.3900
1985,6,212271.4500
1985,7,241520.3600
1985,8,229093.6600
1985,9,235325.2200
1987,3,235824.8400
1987,4,179452.9000
1987,5,187814.8200
